note_id,type,cleaned_title,cleaned_desc,time,user_id_x,nickname_x,liked_count_x,collected_count,comment_count,share_count,ip_location_x,tag_list,source_keyword,combined_text,processed,label_h
67878c980000000016031cee,normal,Looking for foreign friends,everyone on this app is already so kind i want to make more chinese friends 萌萌哒R,2025/1/15 11:20,6785605c000000000803edda,aya,399,25,652,2,美国,, Looking for chat friends,Looking for foreign friends. everyone on this app is already so kind i want to make more chinese friends 萌萌哒R,looking foreign friends everyone app kind want make chinese friends,
67878e87000000001601a2fe,video,Hi TikTok refugee welcome to小红书,tiktokrefugee 欢迎来到中国 小红书taylorswift 霉霉,2025/1/15 0:00,5a09a8ac4eacab798f167a0d,ziwen关茈文,8987,418,443,672,其他,"tiktokrefugee,欢迎来到中国,小红书,taylorswift,霉霉",Tiktok refugee,Hi TikTok refugee welcome to小红书. tiktokrefugee 欢迎来到中国 小红书taylorswift 霉霉,hi tiktok refugee welcome tiktokrefugee taylorswift,
67879239000000001901965c,video,Come to the gym w me TikTok refugee,,2025/1/15 11:20,64395dc7000000000e01e06b,petermkle,4129,191,178,97,美国,,Tiktok refugee,Come to the gym w me TikTok refugee. ,come gym tiktok refugee,
67879ae0000000001601a374,normal,TikTok Refugee Any tips for China trip,Hello Chinese friends I will travel soon to Sichuan Province during the Chinese New Year thanks to the VisaFree Entry So excited Any tips for me I want to be super respectful for the people and the culture Thanks,2025/1/15 0:00,67876b55000000000801aa59,欧洲小马Living,24,2,82,2,其他,"tiktok,tiktokrefugee,travel,china,luxembourg,tiktokban,traveltips,fyi",Tiktok refugee,TikTok Refugee Any tips for China trip. Hello Chinese friends I will travel soon to Sichuan Province during the Chinese New Year thanks to the VisaFree Entry So excited Any tips for me I want to be super respectful for the people and the culture Thanks,tiktok refugee tips china trip hello chinese friends travel sichuan province chinese new year thanks visafree entry excited tips want super respectful people culture thanks,
6787801e0000000016022be7,video,给洋抖难民上第一课,This is the mustknow Chinesen Internet Slangs Welcome to Chinese Internet world Hope this video will be helpful to you tiktokrefugee Tiktok 让我们说中文Tiktokrefugees,2025/1/15 11:20,5fccc33c00000000010036da,瓜子肥子,123,25,26,7,其他,"tiktokrefugee,Tiktok,让我们说中文,Tiktokrefugees",Tiktok refugee,给洋抖难民上第一课. This is the mustknow Chinesen Internet Slangs Welcome to Chinese Internet world Hope this video will be helpful to you tiktokrefugee Tiktok 让我们说中文Tiktokrefugees,mustknow chinesen internet slangs welcome chinese internet world hope video helpful tiktokrefugee tiktok tiktokrefugees,
6787607c0000000016020b13,video,To tiktok refugees,the first lesson tiktok tiktokrefugee,2025/1/15 8:33,606c4cd0000000000101dbd7,Henry的小木屋,24.4万,2.3万,9496,2230,其他,"tiktok,tiktokrefugee",Tiktok refugee,To tiktok refugees. the first lesson tiktok tiktokrefugee,tiktok refugees lesson tiktok tiktokrefugee,
6787a818000000001601b0cc,normal,Hi Tiktok Refugee2dollar 2dollar,Hi Tiktok Refugee 2元帮起中文名5元中国话教学8元帮忙翻译评论区10元帮看xhs号 2 dollar for a Chinese name 5 dollar for Chinese language teaching 8 dollar for translating the comment of your RedNote 10 dollar for helping with your RedNote account 图刀了图刀了图刀了图刀了,2025/1/15 0:00,5b3c71484eacab5ec9d4b3de,圆圆爱睡觉,10+,1,10+,3,其他,"tiktokrefugee,女大学生,钱难挣",Tiktok refugee,Hi Tiktok Refugee2dollar 2dollar. Hi Tiktok Refugee 2元帮起中文名5元中国话教学8元帮忙翻译评论区10元帮看xhs号 2 dollar for a Chinese name 5 dollar for Chinese language teaching 8 dollar for translating the comment of your RedNote 10 dollar for helping with your RedNote account 图刀了图刀了图刀了图刀了,hi tiktok refugee dollar dollar hi tiktok refugee xhs dollar chinese name dollar chinese language teaching dollar translating comment rednote dollar helping rednote account,
67878c1a0000000018035e4e,normal,wlw,Nobody follows me its past bedtime but i got too excited everytime when people follows me lol,2025/1/15 11:20,63716119000000001f014a00,Olivia,1万+,10+,1千+,10+,加拿大,"tiktok,fyp,wlw,girl,tiktokrefugee,ccd",tiktokrefugee,wlw. Nobody follows me its past bedtime but i got too excited everytime when people follows me lol,wlw nobody follows past bedtime got excited everytime people follows lol,
6787a8a8000000001c00cd09,normal,TikTok refugees plog full of fun,GoodmorningTikTok pals Missing the old app No sweat My days been wild and Im hyped to share p2I camped out at Starbucks with my to do list Notes flew and I snacked non stop p2Sun on the bus ride Total mood lifter p3I strolled outside leaves crunching underfoot tunes in my ears Oh and I daydreamed about burgerswho doesnt p5Wrapped up at the supermarket grabbing my go to goodies like strawberries Yum p6p7p8Get ready to drool Im dishing out some of the yummiest treats Simple day epic fun Dive into these small joys with me And if youve got tips to level up my English hit me up Also a huge shout out to join me on Xiaohongshu Lets keep this good vibes train rolling,2025/1/15 0:00,60b35c8c000000000100676c,开心超人小g,10+,10+,10+,10+,其他,"plog,tiktokrefugee,日常分享,生活碎片,tiktok,大学生的日常,日常碎片,学习",Tiktok refugee,TikTok refugees plog full of fun. GoodmorningTikTok pals Missing the old app No sweat My days been wild and Im hyped to share p2I camped out at Starbucks with my to do list Notes flew and I snacked non stop p2Sun on the bus ride Total mood lifter p3I strolled outside leaves crunching underfoot tunes in my ears Oh and I daydreamed about burgerswho doesnt p5Wrapped up at the supermarket grabbing my go to goodies like strawberries Yum p6p7p8Get ready to drool Im dishing out some of the yummiest treats Simple day epic fun Dive into these small joys with me And if youve got tips to level up my English hit me up Also a huge shout out to join me on Xiaohongshu Lets keep this good vibes train rolling,tiktok refugees plog full fun goodmorningtiktok pals missing old app sweat days wild im hyped share camped starbucks list notes flew snacked non stop sun bus ride total mood lifter strolled outside leaves crunching underfoot tunes ears daydreamed burgerswho doesnt wrapped supermarket grabbing go goodies strawberries yum get ready drool im dishing yummiest treats simple day epic fun dive small joys youve got tips level english hit huge shout join xiaohongshu lets keep good vibes train rolling,
678738a4000000001801f08b,normal,TikTok refugeesHappyChineseNewYear,welcome everybody just Have fun in this app and if theres anything u guys wanna Know about China and this app and learn in Chinese please feel free to leave your comments BTW Chinese New Year is coming is a Great Moments Welcome u Guys,2025/1/15 5:46,5a5c5f4ae8ac2b782d387b92,心宏,4578,577,234,80,其他,"TikTok,tiktokrefugee,ttrefugee,refugees,american_refugees,refugee",Tiktok refugee,TikTok refugeesHappyChineseNewYear. welcome everybody just Have fun in this app and if theres anything u guys wanna Know about China and this app and learn in Chinese please feel free to leave your comments BTW Chinese New Year is coming is a Great Moments Welcome u Guys,tiktok refugeeshappychinesenewyear welcome everybody fun app theres anything guys wan na know china app learn chinese please feel free leave comments btw chinese new year coming great moments welcome guys,
6787abf300000000180320fe,normal,Welcome TikTok Refugee,Chinese designed crystals welcome you,2025/1/15 0:00,58db5a195e87e73b1553a2d8,MAX MAI麦麦,10+,4,6,6,其他,"最近太多外国人入驻小红书,外国人入驻小红书,水晶,水晶手串,男生配饰,手腕上的艺术,小众首饰,时尚配饰,能量水晶",Tiktok refugee,Welcome TikTok Refugee. Chinese designed crystals welcome you,welcome tiktok refugee chinese designed crystals welcome,
6787a51800000000180304ff,video,a psa to the so called refugees,so I guess were all doing videos in English now anyways peace and love to all xoxo the once again self proclaimed princess of xhs fyp tiktokrefugee refugee tiktok 洋抖,2025/1/15 11:20,6101a2a1000000000100554b,En-Li恩利,11.9万,1万,7349,1.3万,其他,"fyp,tiktokrefugee,refugee,tiktok,洋抖",Tiktok refugee,a psa to the so called refugees. so I guess were all doing videos in English now anyways peace and love to all xoxo the once again self proclaimed princess of xhs fyp tiktokrefugee refugee tiktok 洋抖,psa called refugees guess videos english anyways peace love xoxo proclaimed princess xhs fyp tiktokrefugee refugee tiktok,
6787ae9600000000190005fe,normal,Hi im tiktok refugee first time being on Wheres my fiancee,Hi im tiktok refugee first time being on Wheres my fiancee,2025/1/15 14:06,631586180000000012000312,让我再睡一会,1.6万,866,689,781,其他,"致歉一切,cos,查理苏",Tiktok refugee,Hi im tiktok refugee first time being on Wheres my fiancee. Hi im tiktok refugee first time being on Wheres my fiancee,hi im tiktok refugee first time wheres fiancee hi im tiktok refugee first time wheres fiancee,
67879b9c000000001601aaed,normal,你好我来自澳大利亚,Gday mate Im Alexander White from australia I like China you can just call me Alex feel free to ask anything 日安伙计我是来自澳大利亚的 Alexander White我喜欢中国你可以叫我 Alex有任何问题都可以问,2025/1/15 11:20,62da61b50000000002003512,Alexander White,1万+,10+,1千+,1千+,澳大利亚,"hello,refugee,australia,tiktokrefugee,tiktokban",tiktokrefugee,你好我来自澳大利亚. Gday mate Im Alexander White from australia I like China you can just call me Alex feel free to ask anything 日安伙计我是来自澳大利亚的 Alexander White我喜欢中国你可以叫我 Alex有任何问题都可以问,gday mate im alexander white australia china call alex feel free ask anything alexander white alex,
67877d670000000016019f2c,normal,谁懂我看到这个帖子的感受,幸福感快要溢出来了 这种氛围太友好了 给我眼睛看得湿湿的 世界人民大团结 Who knows how I feel when I read this post The happiness is overflowing The atmosphere is so friendly it makes me want to cry Great solidarity of the people of the world,2025/1/15 8:33,5ab5770811be10556c0638fe,小媛困困,1千+,10+,10+,10+,浙江,"tiktokrefugee,幸福,有被感动到",tiktokrefugee,谁懂我看到这个帖子的感受. 幸福感快要溢出来了 这种氛围太友好了 给我眼睛看得湿湿的 世界人民大团结 Who knows how I feel when I read this post The happiness is overflowing The atmosphere is so friendly it makes me want to cry Great solidarity of the people of the world,knows feel read post happiness overflowing friendly makes want cry great solidarity people world,
6787a43c000000001d010baf,video,GRWM TikTok refugees a Rednote guide,My take on getting to know this app slowly _ feel free to share with each other in the comments tiktokrefugee,2025/1/15 11:20,5ff5eb020000000001003398,安吉Poussaay,7089,268,139,66,其他,tiktokrefugee,Tiktok refugee,GRWM TikTok refugees a Rednote guide. My take on getting to know this app slowly _ feel free to share with each other in the comments tiktokrefugee,grwm tiktok refugees rednote guide take getting know app feel free share comments tiktokrefugee,
6787ba3d0000000016034c86,normal,I want to make friends with foreign girls and chat with them on Wechat Thank you 想跟外国小姐姐交个好友加个微信聊聊天谢谢,I want to make friends with foreign girls and chat with them on Wechat Thank you 想跟外国小姐姐交个好友加个微信聊聊天谢谢,2025/1/15 14:06,64d70d140000000001005549,是孤独a,0,0,2,0,其他,"和外国人交流,世界各地的朋友,交朋友", Looking for chat friends,I want to make friends with foreign girls and chat with them on Wechat Thank you 想跟外国小姐姐交个好友加个微信聊聊天谢谢. I want to make friends with foreign girls and chat with them on Wechat Thank you 想跟外国小姐姐交个好友加个微信聊聊天谢谢,want make friends foreign girls chat thank want make friends foreign girls chat thank,
6787b66b000000001901d7d4,video,TikTok refugee 我学了中文一晚上小红书,Nihao xiaohongshu How is my Chinesetiktokrefugee Tiktokrefugee 中文 tiktok难民 你好中国,2025/1/15 14:06,641464780000000011020c83,KatAndCat,1千+,10+,1千+,10+,上海,"tiktokrefugee,Tiktokrefugee,中文,tiktok难民,你好中国",tiktokrefugee,TikTok refugee 我学了中文一晚上小红书. Nihao xiaohongshu How is my Chinesetiktokrefugee Tiktokrefugee 中文 tiktok难民 你好中国,tiktok refugee nihao xiaohongshu chinesetiktokrefugee tiktokrefugee tiktok,
6787c25e000000001603f5f1,normal,TikTok Refugee here,I dont speak mandarin but I am trying to learn Anyone wanna help Thanks for being so welcome to our country Also follow for follow,2025/1/15 0:00,6784768f000000000801e4dc,Vermomica,10+,0,10+,1,其他,"Tiktok,tiktokrefugee",Tiktok refugee,TikTok Refugee here. I dont speak mandarin but I am trying to learn Anyone wanna help Thanks for being so welcome to our country Also follow for follow,tiktok refugee dont speak mandarin trying anyone wan help thanks welcome country follow follow,
6787b3290000000019030e04,normal,Hi This is TikTok refugee,Ask me anything Love China UMich trending Tiktok,2025/1/15 0:00,5c219c9e00000000060081bd,小林历险记,1千+,10+,10+,10+,中国,,Tiktok refugee,Hi This is TikTok refugee. Ask me anything Love China UMich trending Tiktok,hi tiktok refugee ask anything love china umich trending tiktok,
6785ec46000000000b039627,normal,Hello Its Elio,i have made my rednote account as a tiktok refugee,2025/1/14 4:46,66b0298d000000001d03007d,Elio!,1万+,10+,1千+,1千+,美国,"tiktokrefugee,elioky,elioky_,tiktok",Tiktokrefugee,Hello Its Elio. i have made my rednote account as a tiktok refugee,hello elio made rednote account tiktok refugee,
678778b7000000001801f790,video,You are not a refugee,Stop calling yourself a TikTok refugee because youre not a REFUGEE Calling yourself that will risks diluting its meaning and trivializing its political power when it comes to real issues,2025/1/15 8:33,6386fb87000000001f01ac1c,王饿德,1.4万,1101,4906,494,其他,,Tiktok refugee,You are not a refugee. Stop calling yourself a TikTok refugee because youre not a REFUGEE Calling yourself that will risks diluting its meaning and trivializing its political power when it comes to real issues,refugee stop calling tiktok refugee youre refugee calling risks diluting meaning trivializing political power comes real issues,
6787d3df0000000018030988,normal,Hello tiktok refugees we can be guys,希望我们能成为朋友I think I wanna a forign guythey are so funny and handsome and i want to learn English betterhope you day day happy,2025/1/15 0:00,616ba9b7000000001f039aa2,小昊同学,10+,10+,10+,4,中国,"tiktokrefugee,welcome,欢迎地球村村民",Tiktok refugee,Hello tiktok refugees we can be guys. 希望我们能成为朋友I think I wanna a forign guythey are so funny and handsome and i want to learn English betterhope you day day happy,hello tiktok refugees guys think wan forign guythey funny handsome want learn english betterhope day day happy,
6787d05e0000000019005f6e,video,How to make people FOLLOW you onRednote,Tips for tiktokrefugee learn these words to show you are friendly on RED tiktok tiktokrefugee usa learnchinese 英语口语 英语 chinese 抽象 让我们说中文,2025/1/15 14:06,5bfa262d4ba5af0001bed3fd,加多点辣,5268,1265,382,74,其他,"tiktokrefugee,tiktok,usa,learnchinese,英语口语,英语,chinese,抽象,让我们说中文",Tiktok refugee,How to make people FOLLOW you onRednote. Tips for tiktokrefugee learn these words to show you are friendly on RED tiktok tiktokrefugee usa learnchinese 英语口语 英语 chinese 抽象 让我们说中文,make people follow onrednote tips tiktokrefugee learn words show red tiktok tiktokrefugee usa learnchinese chinese,
6787decf0000000018014dbb,normal,Tiktok refugee Show me your Dogs,Because I dont have cat 偷笑R,2025/1/16 0:00,59eed1a3db2e603108fa66bb,RU狮王的杂物间??,311,26,82,3,中国,"抖音难民,老外,refugee,狗,dog",Tiktok refugee,Tiktok refugee Show me your Dogs. Because I dont have cat 偷笑R,tiktok refugee show dogs dont cat,
6787e050000000001c00cf9a,video,Tiktok Refugee Here,Am i still welcome here being from the UK either way Hello i am a gym content creator in the UK hello tiktok tiktok_refugee,2025/1/16 0:00,6787ddec000000000803cb9f,frankdoesfitness,10+,0,10+,0,美国,"hello,tiktok,tiktok_refugee",Tiktok refugee,Tiktok Refugee Here. Am i still welcome here being from the UK either way Hello i am a gym content creator in the UK hello tiktok tiktok_refugee,tiktok refugee welcome way hello gym content creator uk hello tiktok tiktok refugee,
6787c8e90000000021003253,video,TikTok refugee,Go follow me tiktok @mainaccount053 cunty servingpuss,2025/1/15 0:00,67864dd9000000000801bdf2,Charli Grassick,2655,134,509,33,美国,"cunty,servingpuss",Tiktok refugee,TikTok refugee. Go follow me tiktok @mainaccount053 cunty servingpuss,tiktok refugee go follow tiktok mainaccount cunty servingpuss,
6786e4f70000000017000261,video,Did we do this correctly,tiktokrefugee tiktok,2025/1/14 21:26,67857049000000000801d5ff,Joe Mele,56.8万,1.4万,1.6万,3786,美国,"tiktokrefugee,tiktok",Tiktok refugee,Did we do this correctly. tiktokrefugee tiktok,tiktokrefugee tiktok,
6787877e0000000019011f32,video,Hi TikTok refugee 洋抖难民好,tiktoktiktokrefugee 洋抖 洋抖难民 精神状态,2025/1/15 11:20,58c3fe3a6a6a690cd2408718,叫我羊同学,1268,80,56,20,中国,"tiktok,tiktokrefugee,洋抖,洋抖难民,精神状态",Tiktok refugee,Hi TikTok refugee 洋抖难民好. tiktoktiktokrefugee 洋抖 洋抖难民 精神状态,hi tiktok refugee tiktoktiktokrefugee,
6787c6bc000000001c00dcc3,normal,Tiktok refugee,Hello I am from the netherlands Nice to meet you all,2025/1/15 0:00,6787c114000000000803c4f3,Zeb,10+,10+,10+,10+,美国,"Fyp,每日穿搭,我的美妆分享,fy,firstpost,tiktok,follow4followback世界上最丑陋",Tiktok refugee,Tiktok refugee. Hello I am from the netherlands Nice to meet you all,tiktok refugee hello netherlands nice meet,
6787cd890000000016018fee,video,TikTok Refugees MUST SEE,Welcome to Xiaohongshu We welcome those who respect our community culture some subjects all sensitive topics you can think of are banned here so you must know Also last but most importantly hand over your pet pics tiktok tiktokrefugee 中国人在外国,2025/1/15 14:06,5b24e1ec4eacab0b96b4f636,全哥下凡,5583,344,668,39,其他,"tiktok,tiktokrefugee,中国人在外国",Tiktok refugee,TikTok Refugees MUST SEE. Welcome to Xiaohongshu We welcome those who respect our community culture some subjects all sensitive topics you can think of are banned here so you must know Also last but most importantly hand over your pet pics tiktok tiktokrefugee 中国人在外国,tiktok refugees see welcome xiaohongshu welcome respect community culture subjects sensitive topics think banned know last hand pet pics tiktok tiktokrefugee,
6787f3090000000017000da3,normal,我轮班后的脸,轮班后我的脸我通常不知所措甚至不想与任何人交谈或回复短信作为一名护士精神上和身体上都很疲惫我们希望利用小红书为全世界的护士创造一个安全的空间我们应该谈谈我们的经历我们的工作压力很大但很重要我们是生命的拯救者 叹气R红色心形R My face after my shift Im usually overwhelmed and dont even want to talk to anyone or respond to texts Being a nurse is mentally and physically exhausting I hope to use Xiaohongshu to create a safe space for nurses around the world We should talk about our experiences Our jobs are stressful but important We are life savers 叹气R红色心形R,2025/1/15 16:53,67851e45000000000801d9b1,lyss!,1千+,10+,1千+,1千+,美国,"护士,nurse,tiktokrefugee,护士懂护士",tiktokrefugee,我轮班后的脸. 轮班后我的脸我通常不知所措甚至不想与任何人交谈或回复短信作为一名护士精神上和身体上都很疲惫我们希望利用小红书为全世界的护士创造一个安全的空间我们应该谈谈我们的经历我们的工作压力很大但很重要我们是生命的拯救者 叹气R红色心形R My face after my shift Im usually overwhelmed and dont even want to talk to anyone or respond to texts Being a nurse is mentally and physically exhausting I hope to use Xiaohongshu to create a safe space for nurses around the world We should talk about our experiences Our jobs are stressful but important We are life savers 叹气R红色心形R,face shift im overwhelmed dont want talk anyone respond texts nurse exhausting hope use xiaohongshu create safe space nurses world talk experiences jobs stressful important life savers,
6787fa1d000000001601b73a,normal,你好我是意大利人可以参加吗,Hi everyone My name is Giulia Im from Italy and fun fact Im not one of those TikTok refugees since I dont even use TikTok that much haha I figured Id join here since nobody knows me here anyway Actually I have an upcoming trip to Shanghai soon Whats good to check out Any hidden gems or local favorites I should explore Would love some recommendations Let me know Im super curious 大家好我的名字是朱莉娅我来自意大利有趣的是我不是 TikTok 难民因为我甚至不怎么使用 TikTok哈哈我想我会加入这里因为这里反正也没人认识我 事实上我很快就要去上海旅行了有什么好玩的地方吗有什么隐藏的宝石或当地特色值得我去探索吗很想得到一些建议告诉我我非常好奇,2025/1/15 16:53,6397fc01000000002702a026,thisisgiulia,1万+,1千+,1千+,1千+,意大利,"fyp,tiktokrefugee,italy",tiktokrefugee,你好我是意大利人可以参加吗. Hi everyone My name is Giulia Im from Italy and fun fact Im not one of those TikTok refugees since I dont even use TikTok that much haha I figured Id join here since nobody knows me here anyway Actually I have an upcoming trip to Shanghai soon Whats good to check out Any hidden gems or local favorites I should explore Would love some recommendations Let me know Im super curious 大家好我的名字是朱莉娅我来自意大利有趣的是我不是 TikTok 难民因为我甚至不怎么使用 TikTok哈哈我想我会加入这里因为这里反正也没人认识我 事实上我很快就要去上海旅行了有什么好玩的地方吗有什么隐藏的宝石或当地特色值得我去探索吗很想得到一些建议告诉我我非常好奇,hi everyone name giulia im italy fun fact im tiktok refugees dont use tiktok much haha figured id join nobody knows upcoming trip shanghai whats good check hidden gems local favorites love recommendations let know im super curious tiktok tiktok,
6787fb4d000000001900470c,normal,Refugee,Hey guys I just travel to Beijing Any recommendations有建议吗,2025/1/16 0:00,60c0f6c9000000000100ac6c,Lorenzo Bold,689,84,69,11,其他,"tiktokrefugee,tiktok,rednote,refugee",Tiktok refugee,Refugee. Hey guys I just travel to Beijing Any recommendations有建议吗,refugee hey guys travel beijing recommendations,
6787f7d60000000019014798,normal,Do Chinese people know the musical Hamilton I dont think they would know since its more of an American musical 中国人知道音乐剧汉密尔顿吗 我认为他们不会知道因为这更像是一部美国音乐剧,Do Chinese people know the musical Hamilton I dont think they would know since its more of an American musical 中国人知道音乐剧汉密尔顿吗 我认为他们不会知道因为这更像是一部美国音乐剧,2025/1/15 16:53,67869301000000000801b404,Charles,1千+,10+,1千+,10+,美国,tiktokrefugee,tiktokrefugee,Do Chinese people know the musical Hamilton I dont think they would know since its more of an American musical 中国人知道音乐剧汉密尔顿吗 我认为他们不会知道因为这更像是一部美国音乐剧. Do Chinese people know the musical Hamilton I dont think they would know since its more of an American musical 中国人知道音乐剧汉密尔顿吗 我认为他们不会知道因为这更像是一部美国音乐剧,chinese people know musical hamilton dont think know american musical chinese people know musical hamilton dont think know american musical,
678801eb000000001603e14e,normal,HiTikTok refugees your chinese spy here,my name is Louis a sports blogger from China i can be your personal chinese spy So gave me your data We can make friends together,2025/1/15 19:40,5fda43e5000000000100a2f4,吉加俊,1386,175,80,14,其他,"tiktokrefugee,tiktok,fyp,体育生,refugee,tiktok_refugee",Tiktok refugee,HiTikTok refugees your chinese spy here. my name is Louis a sports blogger from China i can be your personal chinese spy So gave me your data We can make friends together,hitiktok refugees chinese spy name louis sports blogger china personal chinese spy gave data make friends,
67880c1c000000001803369c,normal,I have so many wives now I guess,,2025/1/15 19:40,6510482d000000001603a1f8,Darrell,5147,346,99,430,美国,"tiktokrefugee,Tiktokrefugee,american,tiktok难民",Tiktok refugee,I have so many wives now I guess. ,many wives guess,
67875f2e0000000016023cf7,video,American Best Behavior,I doubt it Also I tore my shirt collar so i had to hold it tiktokrefugee tiktokban,2025/1/15 5:46,6785e923000000000803f8fe,Jared ?,1万+,1千+,1万+,1千+,美国,"tiktokrefugee,tiktokban",Tiktokrefugee,American Best Behavior. I doubt it Also I tore my shirt collar so i had to hold it tiktokrefugee tiktokban,american best behavior doubt shirt collar hold tiktokrefugee tiktokban,
678720440000000016022613,video,Hispanic Problems,tiktok tiktokrefugee mexico,2025/1/15 3:00,67853f2f000000000801a69c,Gio_Palace,1万+,1千+,1千+,1千+,美国,"tiktok,tiktokrefugee,mexico",tiktokrefugee,Hispanic Problems. tiktok tiktokrefugee mexico,hispanic problems tiktok tiktokrefugee mexico,
67882de0000000001d01284a,normal,really want some foreign friends,Hiii I come from hong kong and wanna make some foreign friendsI can teach you Cantonese or mandarin,2025/1/15 22:26,658162370000000020034757,小黎我亲亲亲亲??,9,0,8,0,其他,"friends,makefriends,世界各地的朋友,聊天,tiktok_refugee,tiktok", Looking for chat friends,really want some foreign friends. Hiii I come from hong kong and wanna make some foreign friendsI can teach you Cantonese or mandarin,want foreign friends hiii come hong kong make foreign friendsi teach cantonese mandarin,
67882fb200000000160218ad,normal,Hi Im Jaewon,Another TikTok refugee here and heres my NYC dump,2025/1/16 0:00,678640d5000000000803feb1,Jaewon Park,28,1,8,0,美国,"tiktokrefugee,korean,nyc,kfashion,??",Tiktok refugee,Hi Im Jaewon. Another TikTok refugee here and heres my NYC dump,hi im jaewon tiktok refugee heres nyc dump,
6788209d000000001d011019,video,难民介绍自己,Hi everyone Some friends told me I should give this a try so here goes nothing 我的中文不太好请原谅原谅我简单介绍一下 tiktokrefugee,2025/1/15 19:40,6786e0b8000000000801f143,MickeyMao麦克大哥,1万+,1千+,1千+,10+,加拿大,"简单介绍一下,tiktokrefugee",tiktokrefugee,难民介绍自己. Hi everyone Some friends told me I should give this a try so here goes nothing 我的中文不太好请原谅原谅我简单介绍一下 tiktokrefugee,hi everyone friends told give try goes nothing tiktokrefugee,
6787faf9000000001c00ce27,video,tiktokrefugee,tiktokrefugee,2025/1/15 16:53,6785f989000000000803ded9,Ryan Droubay,1万+,10+,1千+,10+,美国,,tiktokrefugee,tiktokrefugee. tiktokrefugee,tiktokrefugee tiktokrefugee,
67880c8e000000001601a760,video,Love from your sisters,tiktokrefugee Tiktokrefugee,2025/1/15 19:40,5f5eed310000000001004e96,bath salt,1万+,1千+,1千+,1千+,美国,"tiktokrefugee,Tiktokrefugee",tiktokrefugee,Love from your sisters. tiktokrefugee Tiktokrefugee,love sisters tiktokrefugee tiktokrefugee,
6788275c00000000160307f0,video,American School Teacher,What my third grade classroom in America looks like Thanks for having us here on Red Note tiktokrefugee teacher school,2025/1/15 22:26,669e88f2000000002401ccd4,theeppichclassroom,1万+,1千+,1千+,1千+,美国,"tiktokrefugee,teacher,school",Tiktokrefugee,American School Teacher. What my third grade classroom in America looks like Thanks for having us here on Red Note tiktokrefugee teacher school,american school third grade classroom america looks thanks red note teacher school,
67884ce000000000180151d5,video,Max the cat tiktokrefugee tiktokban t,tiktokrefugee tiktokban tik_tok china america fyp,2025/1/16 1:13,6786a969000000000700227b,Xeviuniversal,1千+,10+,10+,10+,美国,"tiktokrefugee,tiktokban,tik_tok,china,america,fyp",tiktokrefugee,Max the cat tiktokrefugee tiktokban t. tiktokrefugee tiktokban tik_tok china america fyp,max cat tiktokrefugee tiktokban tiktokrefugee tiktokban tik tok china america fyp,
67884b3f000000001603e5ba,normal,nǐhǎo我的中国盆友们我来自,,2025/1/16 1:13,65a9e5d900000000080216ef,Dantexwolf,4860,186,1005,205,中国,"感谢全世界,外国人在中国,外国人,tiktok_refugee,tiktokrefugee,初来乍到请多关照",Tiktok refugee,nǐhǎo我的中国盆友们我来自. ,,
678787cd000000001900719c,normal,Hi TikTok refugees,We welcome you warmly here Introduce yourself My name is Kevin I am from China and I am a student in ShenZhenI like to share some daily lifeMy favorite singer is Taylor SwiftIf there is anything you dont understand here please leave a commentI really want make friend with yours,2025/1/15 11:20,620ad24a00000000100090aa,Kevin,1202,135,99,31,其他,"初来乍到请多指教,tiktokrefugee,tiktok_refugee,hello,dailylife,tiktok,fyp",Tiktok refugee,Hi TikTok refugees. We welcome you warmly here Introduce yourself My name is Kevin I am from China and I am a student in ShenZhenI like to share some daily lifeMy favorite singer is Taylor SwiftIf there is anything you dont understand here please leave a commentI really want make friend with yours,hi tiktok refugees welcome introduce name china student shenzheni share daily lifemy favorite singer taylor swiftif anything dont understand please leave commenti want make friend,
678858fd0000000018016b57,normal,交猫税,alternative tax payment,2025/1/16 1:13,6785abac000000000801ef17,olives,1万+,1千+,1千+,10+,美国,"交猫税,cattax,tiktokrefugee,american,狐狸",Tiktokrefugee,交猫税. alternative tax payment,alternative tax payment,
6788500c000000001b0096fd,normal,I cannot pay the cat tax May I pay with the fox that visits when my dad cooks BBQ 我无法支付猫税我可以用我爸爸烤烧烤时来的狐狸来支付吗 Update Im never using Google Translate again Is this a better translation Its from using DeepL 汗颜R哭惹R,I cannot pay the cat tax May I pay with the fox that visits when my dad cooks BBQ 我无法支付猫税我可以用我爸爸烤烧烤时来的狐狸来支付吗 Update Im never using Google Translate again Is this a better translation Its from using DeepL 汗颜R哭惹R,2025/1/16 1:13,67857888000000000801f357,_dontstopmenow_,1万+,1千+,1千+,1千+,美国,tiktokrefugee,tiktokrefugee,I cannot pay the cat tax May I pay with the fox that visits when my dad cooks BBQ 我无法支付猫税我可以用我爸爸烤烧烤时来的狐狸来支付吗 Update Im never using Google Translate again Is this a better translation Its from using DeepL 汗颜R哭惹R. I cannot pay the cat tax May I pay with the fox that visits when my dad cooks BBQ 我无法支付猫税我可以用我爸爸烤烧烤时来的狐狸来支付吗 Update Im never using Google Translate again Is this a better translation Its from using DeepL 汗颜R哭惹R,pay cat tax pay fox visits dad cooks bbq update im using google translate translation using deepl pay cat tax pay fox visits dad cooks bbq update im using google translate translation using deepl,
